FlexSite	UnitCode	Description	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
AU21	2250	RICKETTSIA IgG AND IgM	0	0	0	0	0	0	0	0	1	0	0	1
AU21	2262	PHOSPHORUS	1	0	0	0	0	0	0	0	0	0	0	0
AU21	2269	TRIGLYCERIDES	2	0	0	0	0	0	0	0	0	0	0	0
AU21	2292	GLUCOSE TOLERANCE, FASTING, 1 HR, 2 HR, 75 GM LOAD	0	0	0	0	0	1	0	0	0	0	0	0
AU21	2401	QC PLATELET POOR PLASMA	0	0	0	5	0	0	0	0	0	0	0	0
AU21	2515	 T-SPOT TB TEST	0	3	0	2	2	0	1	2	1	0	1	0
AU21	2606	PSA, TOTAL	2	3	2	3	1	3	1	2	2	3	1	1
AU21	2607	PSA W/REFLEX TO FREE PSA	0	0	0	0	0	0	0	0	1	0	0	0
AU21	2608	PSA, TOTAL, MEDICARE SCREEN	1	1	1	1	0	0	1	0	0	0	1	0
AU21	2614	ALKALINE PHOSPHATASE ISOENZYMES	0	0	1	0	0	0	0	0	0	0	0	0
AU21	2616	FIRST TRIMESTER SCREEN	0	0	1	1	0	0	0	0	0	0	1	0
AU21	2617	MATERNAL AFP FOR NTD ONLY	1	1	1	1	1	0	1	1	0	0	0	1
AU21	2625	AFP, TUMOR MARKER	1	1	0	0	0	0	0	1	0	0	1	0
AU21	2635	TROPHOBLASTIC HCG	1	0	0	0	0	0	0	0	0	0	0	0
AU21	2645	CEA	1	0	0	0	0	0	3	0	0	2	1	0
AU21	2655	CORTISOL, RANDOM	0	0	0	0	0	1	1	0	0	0	0	0
AU21	2675	ESTRADIOL	158	182	171	139	157	156	162	162	137	170	178	122
AU21	2690	FOLATE, RBC	0	0	1	0	0	0	0	0	0	0	0	0
AU21	2695	FOLIC ACID	1	0	2	2	0	2	1	0	2	0	0	0
AU21	2700	FOLLICLE STIM HORMONE	12	8	9	8	4	12	5	8	3	10	6	8
AU21	2704	HCG REFLEX PROGESTERONE/ESTRADIOL	4	13	11	9	10	10	10	15	10	13	12	16
AU21	2705	GLUCOSE-6-PD, QUANT	0	0	0	0	2	0	0	0	0	0	1	1
AU21	2706	HUMORAL IMMUNITY PANEL I	0	0	0	0	0	1	0	0	0	0	1	0
AU21	2708	HEMOGLOBIN A1c	8	6	15	7	11	17	16	12	6	11	18	15
AU21	2709	HEMOGLOBIN A1c WITH EAG	0	0	2	1	0	0	1	0	1	1	1	3
AU21	2713	HCG, QUANTITATIVE	254	267	267	220	250	241	244	232	220	291	236	185
AU21	2714	HCG, QUALITATIVE	2	4	5	1	1	2	1	1	1	2	3	2
AU21	2716	HCG REFLEX TO PROGESTERONE	18	15	24	20	12	17	27	20	17	25	24	10
AU21	2717	HUMORAL IMMUNITY PANEL II	0	1	0	0	0	0	0	0	0	0	0	0
AU21	2720	HEMOGLOBIN ELECTROPHORESIS	0	0	1	1	0	0	0	0	1	0	1	1
AU21	2725	HEPATITIS A TOTAL AB REFLEX TO IgM	1	1	1	0	0	0	0	0	0	0	0	0
AU21	2737	HEPATITIS B SURFACE AB	1	2	0	0	1	1	0	1	0	0	0	0
AU21	2738	HEPATITIS Bs AB QUANT	0	0	0	0	0	0	0	0	0	0	1	0
AU21	2739	HEPATITIS B SURF AG	4	2	1	7	3	1	4	5	1	2	6	5
AU21	2750	IMMUNOGLOBULINS, IgA, IgG, IgM	0	0	0	1	0	0	0	0	0	0	0	0
AU21	2751	IMMUNOGLOBULIN A (IgA)	1	1	0	2	1	0	1	0	0	0	0	0
AU21	2760	INSULIN	1	0	2	3	2	2	1	0	0	0	1	0
AU21	2776	LUTEINIZING HORMONE 	8	11	9	9	4	12	7	8	10	9	7	12
AU21	2780	GLUCOSE, GEST, FASTING, HEMOCUE	167	134	126	120	136	156	129	153	93	137	120	114
AU21	2781	GLUCOSE, 1 HR POST 50 GM, HEMOCUE	155	136	138	165	181	168	182	177	119	157	170	159
AU21	2783	HEMOGLOBIN, GESTATIONAL, HEMOCUE	104	70	78	72	78	96	77	87	43	90	80	70
AU21	2785	REGIONAL LH, URINE	0	1	0	0	0	1	0	1	0	1	0	0
AU21	2786	REGIONAL SPERM WASH	37	35	36	35	35	34	46	47	53	51	43	54
AU21	2787	REGIONAL SPERM COUNT - PREWASHED	1	4	6	6	2	6	5	4	6	8	2	3
AU21	2788	REGIONAL SEMEN ANALYSIS, COMPLEX	22	20	25	14	21	26	24	27	18	25	20	20
AU21	2790	PROGESTERONE	293	312	307	260	302	287	288	284	231	291	284	199
AU21	2793	REGIONAL DONOR SPERM PROCUREMENT	3	2	5	2	4	5	1	3	5	0	1	2
AU21	2796	REGIONAL DONOR SPERM THAW CHARGE	2	4	6	6	3	8	8	5	6	8	2	3
AU21	2800	PROLACTIN	4	4	3	4	3	8	5	1	3	2	4	4
AU21	2805	PROTEIN ELECTROPHORESIS, SERUM	0	0	0	1	0	0	0	0	0	0	0	0
AU21	2806	PROTEIN ELECTROPHORESIS REFLEX TO IMMUNOFIXATION	0	0	0	0	1	0	0	0	0	0	0	0
AU21	2814	INTACT PTH	1	3	0	0	1	1	1	2	1	3	0	0
AU21	2817	T3 UPTAKE	0	0	0	0	1	0	0	0	0	0	2	0
AU21	2818	T3 TOTAL	1	1	0	0	0	1	0	0	0	0	0	0
AU21	2819	T4 (THYROXINE)	0	1	0	0	1	3	0	1	1	0	5	0
AU21	2823	FREE T4 (THYROXINE)	6	9	8	10	14	16	11	5	9	9	12	7
AU21	2830	TESTOSTERONE	3	5	1	4	1	8	2	6	2	3	2	6
AU21	2832	THYROID CASCADE REFLEX	0	0	0	0	0	0	0	0	0	0	1	0
AU21	2834	TSH REFLEX TO FREE T4	5	7	2	4	3	10	11	11	9	11	14	12
AU21	2835	TSH	44	39	33	39	36	51	46	54	38	46	56	41
AU21	2836	TSH + FREE T4 PROFILE	0	0	1	2	0	1	0	0	2	1	5	1
AU21	2839	TSH BASELINE	0	0	0	0	0	1	0	0	0	0	0	0
AU21	2840	VITAMIN B-12	4	5	6	4	0	5	6	1	5	6	2	1
AU21	2955	VITAMIN B 12 AND FOLIC ACID	0	0	2	1	0	1	0	0	0	0	3	0
AU21	3025	CARBAMAZEPINE (TEGRETOL)	1	0	1	1	1	0	0	0	0	0	0	0
AU21	3040	ETHANOL, BLOOD	0	0	0	0	0	0	0	0	0	0	1	0
AU21	3061	PHENOBARBITAL	0	0	0	0	0	0	1	0	0	0	0	0
AU21	3064	PHENYTOIN (DILANTIN)	1	0	1	0	0	0	0	0	0	0	0	0
AU21	3094	VALPROIC ACID	0	1	0	0	1	0	2	1	0	0	2	0
AU21	3097	VANCOMYCIN	0	0	0	0	1	0	0	0	0	0	0	0
AU21	3103	VANCOMYCIN, TROUGH	1	2	2	1	5	1	4	3	1	0	3	2
AU21	3114	ZIKA VIRUS AB, IgM	0	0	0	0	0	1	0	0	0	0	0	0
AU21	3122	MYCOPLASMA PNEUMONIAE IgG AND IgM	0	0	0	0	0	0	0	0	0	1	0	0
AU21	3270	DRUG ABUSE SCREEN II	0	0	0	0	0	0	1	1	0	0	0	0
AU21	3450	T. PALLIDUM TOTAL AB	0	0	0	0	0	0	0	1	0	0	0	0
AU21	3499	RPR NON-REFLEX	1	0	0	2	0	0	0	0	1	0	0	0
AU21	3500	RPR	49	36	37	40	41	37	38	40	37	32	39	52
AU21	3503	RPR REFLEX TO TP-PA	3	0	0	3	2	0	3	6	1	2	2	2
AU21	3505	RHEUMATOID FACTOR, QUANT	1	0	3	1	0	0	1	2	1	2	0	0
AU21	3510	MONONUCLEOSIS SCREEN	0	2	4	4	2	1	2	5	1	5	1	0
AU21	3516	REFLEX MONO TO EBV IGG/IGM IF NEG	0	0	1	0	0	0	0	0	2	0	0	2
AU21	3520	SICKLE CELL SCREEN	0	0	0	0	0	0	1	1	0	0	0	1
AU21	3521	SICKLE CELL RFLX ELECT	2	0	0	7	2	0	2	4	1	2	3	4
AU21	3540	HIV 1/2 4TH GEN, RFLX CONF	50	47	46	53	49	41	44	46	40	35	42	55
AU21	3545	C-REACTIVE PROTEIN	5	18	12	11	10	11	12	18	9	14	13	10
AU21	3550	ANA (ANTI-NUCLEAR AB) WITH REFLEX TITER	4	2	2	1	1	1	2	3	1	4	1	1
AU21	3555	ASO TITER	0	1	0	1	0	0	1	0	0	1	0	0
AU21	3570	COMPLEMENT, TOTAL HEM	0	0	0	1	0	0	0	0	0	0	0	0
AU21	3575	COMPLEMENT C3 AND C4	1	1	0	1	0	0	1	0	0	0	0	0
AU21	3720	VARICELLA ZOSTER IgG/IgM	1	0	0	0	0	1	0	0	0	1	1	0
AU21	3800	BLOOD GROUP (ABO) AND RH TYPE	26	18	24	29	28	20	25	29	19	33	31	26
AU21	3802	Rh FACTOR	0	0	0	0	0	1	0	0	0	0	0	0
AU21	3810	ANTIBODY SCREEN	16	17	16	26	23	17	24	23	11	26	20	19
AU21	3812	ANTIBODY TITER	0	0	0	1	0	0	0	0	0	0	0	0
AU21	3820	DIRECT COOMBS	0	0	0	0	0	0	3	0	0	0	0	0
AU21	3838	CHIKUNGUNYA IgG/IgM	0	1	0	0	0	1	0	0	0	0	0	0
AU21	4017	TROPONIN T	0	0	3	0	2	2	1	1	1	1	3	0
AU21	4019	CMV BY PCR, QUAL/QUANT	0	0	1	0	0	0	0	0	0	0	0	0
AU21	4045	CMV BY PCR, QUAL/QUANT, WHOLE BLOOD	0	0	0	0	0	0	0	0	0	0	0	1
AU21	4071	BARTONELLA QUINTANA IgG	0	0	0	1	0	0	0	0	0	0	0	0
AU21	4072	BARTONELLA QUINTANA IgM	0	0	0	1	0	0	0	0	0	0	0	0
AU21	4134	VDRL, SERUM WITH REFLEX TITER	0	1	0	0	0	0	0	0	0	1	0	0
AU21	4143	TESTOSTERONE, BIOAVAILABLE, FREE AND TOTAL	0	0	0	1	0	0	2	0	0	0	0	0
AU21	4187	CMV BY PCR, QUANT	2	3	2	3	1	2	1	1	0	0	1	0
AU21	4204	BETA-2 MICROGLOBULIN	0	0	0	0	0	0	1	0	0	0	0	0
AU21	4212	CARNITINE	0	0	0	0	0	0	1	0	0	0	0	0
AU21	4225	DHEA SULFATE	1	1	0	3	0	5	2	1	0	1	2	1
AU21	4228	LDL DIRECT	0	1	0	0	0	0	0	0	0	0	0	0
AU21	4238	LEAD, BLOOD, CAPILLARY	1	1	0	0	0	1	0	1	0	0	0	0
AU21	4239	LEAD, BLOOD, VENIPUNCTURE	0	0	0	1	0	0	0	0	1	0	0	0
AU21	4241	LYSOZYME	0	0	0	0	1	0	0	1	0	0	0	0
AU21	4253	PROTEIN C ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	1
AU21	4254	PROTEIN S ACTIVITY	0	0	0	0	0	0	0	0	0	0	0	1
AU21	4261	ZINC, SERUM/PLASMA	0	0	0	0	0	1	0	0	0	0	0	0
AU21	4267	CORTISOL, A.M. SPECIMEN	1	0	1	1	0	1	0	0	0	0	1	0
AU21	4272	TACROLIMUS	6	8	9	11	9	8	4	13	7	7	7	3
AU21	4273	FREE T3	3	7	7	6	9	14	9	4	8	7	15	7
AU21	4274	ULTRASENSITIVE TSH	0	1	0	0	0	1	1	1	0	3	2	1
AU21	4275	REVERSE T3	0	0	0	0	0	0	0	0	0	1	0	0
AU21	4282	SJOGREN'S SS-A AND SS-B ANTIBODIES	1	0	0	1	0	0	1	1	0	0	0	0
AU21	4283	SMITH (Sm) ANTIBODY	1	0	0	1	0	0	1	0	0	0	0	0
AU21	4284	RNP ANTIBODY	1	0	0	1	0	0	1	1	0	0	0	0
AU21	4287	dsDNA ANTIBODY	1	0	0	1	0	0	1	0	0	0	0	0
AU21	4288	HOMOCYSTEINE	0	0	0	0	0	0	1	0	0	0	1	1
AU21	4304	17-HYDROXYPROGESTERONE	0	0	0	0	0	1	1	0	1	1	1	0
AU21	4361	IGF BINDING PROTEIN-3	0	0	0	0	0	0	1	0	0	0	1	0
AU21	4504	DNASE B ANTIBODY	0	0	0	0	0	0	1	0	0	1	0	0
AU21	4505	LYME DISEASE IgG/IgM, IMMUNOBLOT	0	0	0	0	0	0	0	0	1	0	0	0
AU21	4506	DNA DS ANTIBODY REFLEX FARR	0	0	0	0	0	0	0	0	0	0	0	1
AU21	4511	NEUTROPHIL CYTOPLASMIC AB WITH REFLEX MPO AND PR3	0	0	0	0	0	0	0	1	0	0	0	0
AU21	4513	THYROID PEROXIDASE AB	0	2	2	1	0	4	1	0	1	0	3	0
AU21	4516	THYROGLOBULIN AB	0	1	1	1	0	0	1	0	0	0	1	0
AU21	4521	ANA AUTOIMMUNE PROFILE	0	0	0	0	0	0	0	0	0	0	1	0
AU21	4525	BARTONELLA HENSELAE IgG	0	0	0	1	0	0	0	0	0	0	0	0
AU21	4527	BARTONELLA HENSELAE IgM	0	0	0	1	0	0	0	0	0	0	0	0
AU21	4531	CANDIDA ALBICANS IgA, IgG, IgM	0	0	0	0	1	0	0	0	1	0	0	0
AU21	4543	CYTOMEGALOVIRUS IgG/IgM PANEL	0	0	0	0	1	0	1	1	0	0	0	0
AU21	4544	CYTOMEGALOVIRUS IgG	0	0	0	0	0	0	0	0	0	0	0	1
AU21	4547	DIPHTHERIA IgG	0	0	0	1	0	0	0	0	0	0	0	0
AU21	4550	EPSTEIN BARR PANEL (VCA IgG/IgM, EARLY, EBNA IgG)	2	3	3	4	3	1	0	4	2	5	2	0
AU21	4564	HERPES SIMPLEX IgM	0	0	1	0	0	0	0	0	0	1	0	0
AU21	4565	H. PYLORI IgG, QUAL	0	0	0	0	1	0	1	1	1	1	1	0
AU21	4571	HCV RNA, PCR QUANT	0	0	1	0	0	0	0	0	0	0	0	0
AU21	4572	INFLUENZA A AND B IgG/IgM	0	0	1	0	1	1	0	0	0	0	1	0
AU21	4581	T. PALLIDUM - PA	0	0	0	0	0	0	0	0	0	1	0	0
AU21	4587	MUMPS VIRUS IgM	0	0	0	0	1	0	0	0	0	0	0	0
AU21	4589	FUNGITELL	1	2	3	1	1	0	0	0	0	0	0	0
AU21	4591	INFLUENZA A AND B ANTIGEN	21	37	20	8	7	1	2	1	9	17	12	25
AU21	4592	HERPES SIMPLEX 1/2 IgG	1	1	1	0	0	0	0	0	1	1	0	0
AU21	4600	RUBELLA ANTIBODY SCREEN	2	0	1	4	1	0	1	2	1	1	2	1
AU21	4606	SCL-70 ANTIBODY	0	0	0	0	0	0	0	1	0	0	0	0
AU21	4610	THYROID ANTIBODY GROUP (TPO + TG)	0	0	1	1	3	2	0	1	2	1	1	0
AU21	4613	RUBELLA IgG AND IgM	0	0	0	3	1	0	1	2	0	2	2	4
AU21	4627	ACTIVATED PROTEIN C RESISTANCE	0	0	0	0	0	0	0	0	0	0	0	1
AU21	4634	MITOCHONDRIAL M2 AB	0	1	0	0	0	0	0	0	0	0	0	0
AU21	4642	EPSTEIN-BARR VCA IgG/IgM	0	0	0	0	3	0	2	3	0	2	0	0
AU21	4644	HEPATITIS B CORE IgM	0	1	0	0	0	0	1	0	0	0	0	0
AU21	4647	HERPES SIMPLEX VIRUS IGG AND IGM	0	1	2	1	0	0	0	0	0	0	0	0
AU21	4651	HEPATITIS C ANTIBODY, MC SCREEN	0	0	0	0	0	0	0	0	0	0	1	0
AU21	4656	TETANUS IgG	0	0	0	1	0	0	0	0	0	0	0	0
AU21	4657	TOXOPLASMA IgG AND IgM	0	0	0	0	0	2	0	0	0	0	1	0
AU21	4659	TOXOPLASMA IgG ANTIBODY	0	1	0	0	0	0	0	0	0	0	0	0
AU21	4665	VARICELLA ZOSTER IgG	0	0	0	0	0	0	0	0	1	0	0	0
AU21	4675	HEPATITIS C ANTIBODY	3	1	0	0	2	1	1	1	0	0	0	0
AU21	4677	HEPATITIS C REFLEX PCR	1	0	1	1	0	1	1	4	0	1	2	1
AU21	4680	Jo-1 ANTIBODY	0	0	0	0	0	0	0	1	0	0	0	0
AU21	4725	TTG IgA	0	0	0	0	1	1	0	0	0	0	0	0
AU21	4807	THYROID STIMULATING IMM	0	0	0	0	0	0	1	0	0	0	1	0
AU21	4809	CARDIOLIPIN ANTIBODIES	0	1	0	0	0	1	0	0	1	0	0	1
AU21	4814	ACTH	0	0	1	1	0	0	0	0	0	0	1	0
AU21	4824	CANCER ANTIGEN 125	0	1	2	2	1	1	4	2	1	0	0	1
AU21	4825	CANCER ANTIGEN 27.29	0	0	0	0	0	0	1	0	0	0	0	0
AU21	4827	CANCER ANTIGEN 15-3	0	0	0	0	0	0	1	0	0	0	0	0
AU21	4832	C-PEPTIDE	0	0	0	0	0	0	0	0	0	0	1	0
AU21	4833	CELIAC DISEASE PANEL	1	0	1	4	0	0	2	2	0	1	1	0
AU21	4834	TESTOSTERONE, TOTAL AND FREE, FEMALES AND CHILDREN, ULTRASENSITIVE	0	0	0	0	0	0	0	1	0	0	1	0
AU21	4845	FACTOR V LEIDEN	0	1	0	0	0	0	0	0	0	0	0	1
AU21	4854	GROWTH HORMONE (HGH)	0	0	0	0	0	0	1	0	0	0	0	0
AU21	4864	HLA-B27	1	0	0	1	0	0	1	1	0	0	0	0
AU21	4874	IMMUNOGLOBULIN E (IgE)	0	0	4	0	0	1	0	0	2	1	0	0
AU21	4884	ANA AUTOIMMUNE PANEL REFLEX TO FARR	0	0	0	0	0	0	0	1	0	0	0	0
AU21	4891	MICROALBUMIN, RANDOM	0	0	2	0	2	0	0	0	1	0	1	0
AU21	4895	MICROALBUMIN/CREATININE, RANDOM AND RATIO	0	0	0	0	0	0	0	1	0	1	0	1
AU21	4909	PREALBUMIN	2	7	2	3	1	3	5	2	2	1	4	4
AU21	4915	PSA, FREE AND TOTAL	0	0	0	1	0	0	1	0	0	0	0	0
AU21	4920	IGF-1	0	0	0	0	0	0	1	0	0	0	1	0
AU21	4933	SEX HORM BIND GLOBULIN	0	0	0	0	0	0	1	0	0	0	0	0
AU21	4936	TRANSFERRIN	0	0	2	0	0	1	0	0	1	0	1	1
AU21	4937	TESTOSTERONE, FREE/TOTAL WITH SHBG	3	2	1	5	1	5	1	3	2	3	2	2
AU21	4941	EXPANDED CELIAC PANEL	0	0	0	0	0	0	0	0	0	0	1	0
AU21	4952	VITAMIN B1	0	0	2	1	1	0	1	0	1	0	0	0
AU21	4956	VITAMIN B-6	0	0	0	0	0	0	1	0	0	0	0	0
AU21	4958	VITAMIN D, 25 OH	10	12	15	12	10	17	11	13	14	14	15	13
AU21	4960	VITAMIN D,1,25-DIHYDROXY	0	0	0	1	0	0	0	0	0	0	1	0
AU21	4965	MYELOPEROXIDASE AB	0	0	0	0	0	0	0	0	1	0	0	0
AU21	4966	ANGIO CONVERTING ENZYME	0	0	1	0	1	0	0	2	0	0	0	0
AU21	4973	TOTAL BILE ACIDS	5	3	4	3	1	3	4	5	0	2	2	0
AU21	4976	CANCER ANTIGEN 19-9	0	0	0	0	0	0	0	2	0	1	1	1
AU21	4994	DHR ASSAY	0	1	0	0	0	0	0	0	0	0	0	0
AU21	4995	H. INFLUENZAE B IgG	0	0	0	0	0	1	0	0	0	0	1	0
AU21	4996	HEMOGLOBIN, PLASMA	0	1	0	0	0	0	0	0	0	0	0	0
AU21	4997	LYMPHOCYTE SUBSET PANEL 7	0	1	0	0	0	1	0	0	0	0	1	0
AU21	5002	CULTURE, M. HOMINIS/UREAPLASMA SP	0	0	0	0	0	0	0	1	0	0	0	0
AU21	5015	VWF ACTIVITY RISTOCETIN	0	0	0	0	0	0	0	0	0	0	0	1
AU21	5042	BETA-HYDROXYBUTYRIC ACID	0	0	0	0	1	0	1	0	0	0	0	0
AU21	5083	HIGH SENSITIVITY CRP	0	0	0	0	0	1	0	0	2	2	3	0
AU21	5233	BCR-ABL1, QUANT, MINOR (p190)	0	0	1	0	0	0	0	0	0	0	0	0
AU21	5240	CHROMOSOME ANALYSIS, PERIPHERAL BLOOD	0	0	1	0	0	1	0	0	1	0	0	0
AU21	5249	CT/NG, TMA, SIMPLESWAB	0	0	0	0	0	0	0	1	0	0	0	0
AU21	5256	PYRIDOSTIGMINE, SERUM	0	1	0	0	0	0	0	0	0	0	0	0
AU21	5259	OXCARBAZEPINE METABOLITE	1	1	0	0	0	0	1	0	0	0	0	0
AU21	5283	SIROLIMUS	4	3	5	2	1	1	0	0	0	0	0	1
AU21	5320	LYMPH AG/MITOGEN	0	0	0	0	0	1	0	0	0	0	1	0
AU21	5321	BETA-2 GLYCOPROTEIN 1 IgG/IgM	0	1	1	0	0	1	0	0	1	0	0	0
AU21	5334	DENGUE FEVER IgG/IgM AB	0	1	0	0	0	1	0	0	0	0	0	0
AU21	5340	HERPES SIMPLEX 1 IgG	0	0	0	0	0	0	0	0	1	0	0	0
AU21	5342	HERPES SIMPLEX 2 IgG	0	0	0	0	0	0	0	0	1	0	0	0
AU21	5362	MTHFR	0	2	0	0	0	0	0	0	0	0	0	0
AU21	5365	MYCOPHENOLIC ACID	0	0	1	0	0	0	0	0	0	0	0	0
AU21	5375	QUADRUPLE SCREENING TEST WITH INTERPRETATION	0	0	0	1	0	0	0	0	0	1	0	0
AU21	5390	CCP IgG	1	0	1	1	0	0	1	0	0	0	0	0
AU21	5393	STREP PNEUMONIAE AB, 23 SEROTYPES	0	0	0	1	0	0	0	0	0	0	0	0
AU21	5396	GONORRHEA, TMA, SIMPLESWAB	0	0	1	0	0	0	0	0	0	0	0	0
AU21	5397	GONORRHEA, TMA, URINE	1	0	0	0	0	0	0	0	0	0	0	0
AU21	5398	CHLAMYDIA, TMA, SIMPLESWAB	0	0	1	0	0	0	0	0	0	0	0	0
AU21	5399	CHLAMYDIA, TMA, URINE	1	0	0	0	0	0	0	0	0	0	0	0
AU21	5405	EBV PCR QNT, PLASMA, SERUM, WB	0	0	0	1	0	0	0	1	0	0	0	0
AU21	5442	SMOOTH MUSCLE AB (F-ACTIN), REFLEX IFA TITER	0	1	0	0	0	0	0	0	0	0	0	0
AU21	5443	MUMPS IgG AND IgM	0	0	1	1	0	0	0	0	0	0	0	0
AU21	5477	REGION X (TX,OK) IgE PANEL	2	0	2	1	0	1	0	0	2	1	0	1
AU21	5492	NUTS IgE PANEL	0	0	0	0	0	1	0	0	0	0	0	0
AU21	5505	CHILDHOOD ALLERGY IgE PANEL	0	0	2	0	0	0	0	0	0	0	0	0
AU21	5511	MILK IgE	0	0	1	0	0	0	0	0	0	1	0	0
AU21	5524	PEDIATRIC FOOD IgE PANEL	0	0	0	0	0	0	0	0	0	0	0	1
AU21	5548	FOOD ALLERGY IgE PANEL	1	0	2	0	0	2	1	1	2	0	0	0
AU21	5564	ZONISAMIDE	0	0	0	0	0	0	1	0	0	0	0	0
AU21	5570	FETAL FIBRONECTIN	0	0	1	0	0	0	0	0	0	2	0	0
AU21	5571	LEVETIRACETAM	0	0	0	0	0	0	0	0	0	0	0	1
AU21	5585	B NATRIURETIC PEPTIDE	6	5	3	1	4	6	7	2	3	0	1	1
AU21	5591	H. PYLORI (BREATH)	1	0	1	0	2	0	0	0	0	0	0	0
AU21	5597	CMV PCR, QUANT, WB/CSF	0	0	1	0	1	0	0	1	0	0	0	0
AU21	5661	BK VIRUS PCR QUANT, BLOOD	0	1	0	2	0	0	1	2	0	0	0	0
AU21	5662	BK VIRUS PCR QUANT, URINE	0	1	1	1	0	0	0	0	0	1	0	0
AU21	5680	A. GALACTOMANNAN AG	2	2	3	1	1	0	0	0	0	0	0	0
AU21	5681	BILE ACIDS, FRACTIONATED AND TOTAL	0	0	0	0	0	0	0	1	1	0	0	1
AU21	5715	PLAC TEST	0	0	0	0	0	0	0	0	1	0	0	0
AU21	5718	ALDOSTERONE/RENIN RATIO	0	0	0	0	1	0	0	0	0	0	0	0
AU21	5722	NT-proBNP	0	0	0	0	0	1	3	1	0	0	0	0
AU21	5786	ANTI-MULLERIAN HORMONE	1	1	4	2	3	4	1	0	0	2	2	2
AU21	5798	CYSTATIN C	0	0	0	0	0	0	0	1	0	0	0	0
AU21	5826	CYCLOSPORIN A	0	0	0	0	0	0	0	0	0	0	0	1
AU21	5845	EBV PCR, QUANT, CSF	0	1	0	0	0	0	0	0	0	0	0	0
AU21	5931	LAMOTRIGINE	0	0	1	0	0	0	0	1	0	0	0	1
AU21	5949	*** INACTIVE ***	0	2	0	0	0	0	0	0	0	0	0	0
AU21	5955	TOPIRAMATE	0	0	0	0	0	0	1	0	0	0	0	0
AU21	6007	CULTURE, ROUTINE	0	2	0	0	0	2	1	1	0	0	0	1
AU21	6013	CULTURE, BLOOD	2	4	5	4	3	3	1	3	3	2	3	4
AU21	6029	URINE CULTURE, NO SENS	1	0	0	0	0	0	0	0	0	0	0	0
AU21	6041	UA, MICROSCOPIC, REFLEX TO CULTURE	1	4	4	3	2	3	2	4	3	7	2	1
AU21	6042	CULTURE, STOOL	0	0	2	0	2	0	0	0	0	0	0	0
AU21	6046	CULTURE, THROAT	0	0	0	1	0	0	0	0	4	7	2	8
AU21	6047	CULTURE, STREP A SCREEN, THROAT	0	0	0	1	0	0	0	0	1	0	1	0
AU21	6049	CULTURE, URINE	6	7	7	6	11	14	10	8	6	10	5	5
AU21	6051	URINALYSIS (CULTURE IF INDICATED)	3	9	2	7	7	6	7	12	11	6	8	5
AU21	6061	GROUP A STREP RAPID, REFLEX CULTURE	3	1	0	0	0	0	0	0	0	1	0	0
AU21	6079	CULTURE, STREP B - PREGNANCY	0	1	0	0	0	0	0	0	0	0	0	0
AU21	6089	CULTURE, URINE/SENSITIVITY ON ALL	13	11	13	8	15	5	8	6	3	6	4	7
AU21	6094	CULTURE, URINE, CATHETER	0	0	0	0	1	1	0	0	0	0	0	0
AU21	6105	WET PREP	64	48	62	49	59	40	34	47	43	51	34	39
AU21	6110	KOH PREP	0	0	0	0	0	0	0	0	0	0	0	1
AU21	6335	C. DIFFICILE GDH REFLEX TOXIN/PCR	0	0	1	0	0	0	0	0	0	0	0	0
AU21	6501	REGIONAL GROUP A STREP RAPID, RFLX	7	13	8	13	12	7	3	2	3	5	6	12
AU21	6511	REGIONAL KOH PREP	64	48	62	49	59	40	34	47	43	51	34	38
AU21	6900	ARUP IgE	0	0	0	0	0	1	0	0	0	0	0	1
AU21	6901	ARUP IgA	0	1	0	0	0	0	0	0	0	0	0	0
AU21	6902	ARUP IgM	0	1	0	0	0	0	0	0	0	0	0	0
AU21	6903	ARUP IgG	0	1	0	0	0	0	0	0	0	0	0	0
AU21	7000	OVA AND PARASITES WITH TRICHROME STAIN	0	0	1	0	2	0	0	0	0	0	0	0
AU21	7020	FECAL LEUKOCYTES	0	0	1	0	0	0	0	0	0	0	0	0
AU21	7505	QUANTIFERON TB GOLD	1	0	0	1	1	0	0	1	0	0	0	0
AU21	9175	HEPATIC FUNCTION PANEL	15	14	14	15	9	11	9	8	8	10	3	2
AU21	9179	COMPREHENSIVE METABOLIC PANEL	124	99	87	108	109	96	131	134	118	142	124	88
AU21	9180	COMPREHENSIVE METABOLIC PANEL + e-GFR	2	4	6	8	9	8	5	11	10	7	10	6
AU21	9310	SYPHILIS SCREEN PANEL	0	0	0	1	0	0	0	0	0	0	0	0
AU21	9319	BUN/CREATININE RATIO	0	0	0	0	1	0	0	0	1	2	0	0
AU21	9324	RENAL FUNCTION PANEL	1	0	1	0	1	1	0	1	0	1	0	0
AU21	9325	HEPATITIS PANEL, ACUTE	0	2	0	0	1	0	0	0	1	0	0	1
AU21	9326	RENAL FUNCTION PANEL + e-GFR	0	0	0	0	0	0	0	0	1	0	0	0
AU21	9329	GENERAL HEALTH PANEL	0	1	2	2	2	2	2	2	0	0	2	2
AU21	9501	SIQ HEME CL	0	0	0	0	0	0	1	0	0	0	0	0
AU21	9503	SIQ HEME MISC.	0	0	2	0	0	0	0	0	0	1	0	0
AU21	9504	SIQ CHEM CL	0	1	2	1	0	1	0	0	1	1	2	0
